Data Source in SDW: https://sdw.ecb.de/quickview.do?org.apache.struts.taglib.html.TOKEN=ed67f455f89ad55f96bd96b8afb76bc8&SERIES_KEY=42.FM.B.U2.EUR.BL.EI.SX5E.HST&start=01-01-2021&end=&snapshot=&submitOptions.x=0&submitOptions.y=0&trans=N
,FM.B.U2.EUR.BL.EI.SX5E.HST
,"Euro area (changing composition) - Equity/index - EURO STOXX 50 Price EUR Index - Historical close - Euro, provided by Bloomberg Finance L.P."
Collection:,End of period (E)
Period\Unit:,[Points ]
,,obs. status,obs. confidentiality,obs. comment
2021-11-08,4352.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-05,4363.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-04,4333.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-03,4309.6100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-02,4296.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-01,4280.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-29,4250.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-28,4233.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-27,4220.8800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-26,4223.9700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-25,4188.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-22,4188.8100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-21,4155.7300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-20,4172.1700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-19,4166.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-18,4151.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-15,4182.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-14,4149.0600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-13,4083.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-12,4055.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-11,4072.5200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-08,4073.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-07,4098.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-06,4012.6500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-05,4065.4300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-04,3996.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-10-01,4035.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-30,4048.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-29,4080.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-28,4058.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-27,4165.4800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-24,4158.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-23,4194.9200000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-22,4150.1900000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-21,4097.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-20,4043.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-17,4130.8400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-16,4169.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-15,4145.9400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-14,4191.6700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-13,4189.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-10,4170.3500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-09,4177.1100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-08,4177.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-07,4225.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-06,4246.1300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-03,4201.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-02,4232.1000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-09-01,4227.2700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-31,4196.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-30,4198.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-27,4190.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-26,4169.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-25,4181.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-24,4178.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-23,4176.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-20,4147.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-19,4124.7100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-18,4189.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-17,4196.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-16,4202.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-13,4229.7000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-12,4226.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-11,4206.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-10,4187.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-09,4177.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-06,4174.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-05,4161.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-04,4144.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-03,4117.9500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-08-02,4116.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-30,4089.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-29,4116.7700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-28,4103.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-27,4064.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-26,4102.5900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-23,4109.1000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-22,4059.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-21,4026.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-20,3956.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-19,3928.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-16,4035.7700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-15,4056.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-14,4099.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-13,4094.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-12,4093.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-09,4068.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-08,3991.6600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-07,4078.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-06,4052.6700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-05,4087.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-02,4084.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-07-01,4078.8900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-30,4064.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-29,4107.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-28,4089.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-25,4120.6600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-24,4122.4300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-23,4075.9400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-22,4123.1300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-21,4112.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-18,4083.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-17,4158.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-16,4151.7600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-15,4143.5200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-14,4132.6700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-11,4126.7000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-10,4096.0700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-09,4096.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-08,4096.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-07,4097.6500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-04,4089.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-03,4079.2400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-02,4088.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-06-01,4071.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-31,4039.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-28,4070.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-27,4039.2100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-26,4031.6700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-25,4036.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-24,4035.5800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-21,4025.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-20,3999.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-19,3936.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-18,4005.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-17,4006.8400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-14,4017.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-13,3952.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-12,3947.4300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-11,3946.0600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-10,4023.3500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-07,4034.2500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-06,3999.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-05,4002.7900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-04,3924.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-05-03,4000.2500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-30,3974.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-29,3996.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-28,4015.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-27,4011.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-26,4020.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-23,4013.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-22,4014.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-21,3976.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-20,3940.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-19,4019.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-16,4032.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-15,3993.4300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-14,3976.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-13,3966.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-12,3961.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-09,3978.8400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-08,3977.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-07,3956.7700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-06,3970.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-05,3945.9600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-02,3945.9600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-04-01,3945.9600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-31,3919.2100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-30,3926.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-29,3882.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-26,3866.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-25,3832.5700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-24,3832.5500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-23,3827.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-22,3833.8400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-19,3837.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-18,3867.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-17,3849.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-16,3850.9600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-15,3829.8400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-12,3833.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-11,3845.6400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-10,3819.9200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-09,3786.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-08,3763.2400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-05,3669.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-04,3704.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-03,3712.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-02,3707.7200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-03-01,3706.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-26,3636.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-25,3685.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-24,3705.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-23,3689.1000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-22,3699.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-19,3713.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-18,3681.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-17,3699.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-16,3726.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-15,3734.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-12,3695.6100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-11,3671.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-10,3648.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-09,3661.1300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-08,3665.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-05,3655.7700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-04,3642.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-03,3609.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-02,3590.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-02-01,3530.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-29,3481.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-28,3557.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-27,3536.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-26,3592.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-25,3553.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-22,3602.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-21,3618.3500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-20,3624.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-19,3595.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-18,3602.6700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-15,3599.5500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-14,3641.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-13,3616.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-12,3612.1300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-11,3620.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-08,3645.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-07,3622.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-06,3611.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-05,3547.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-04,3564.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-01-01,3552.6400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
